route,points,first_period_label,first_source_sheet,first_date,first_speed,latest_period_label,latest_source_sheet,latest_date,latest_speed,prev_speed_full,abs_change_full,pct_change_full,base_period_label_1yr,base_source_sheet_1yr,base_date_1yr,prev_speed_1yr,abs_change_1yr,pct_change_1yr,base_period_label_5yr,base_source_sheet_5yr,base_date_5yr,prev_speed_5yr,abs_change_5yr,pct_change_5yr,base_period_label_10yr,base_source_sheet_10yr,base_date_10yr,prev_speed_10yr,abs_change_10yr,pct_change_10yr,include_in_map,flags
439,26,P01/2023,2023-24,2023-04-01,10.70013951828365,P13/2025,2025-26,2026-03-03,10.690248243177091,10.70013951828365,-0.009891275106559405,-0.09244061808407157,P13/2024,2024-25,2025-03-03,10.68669265321504,0.0035555899620511866,0.033271191353870404,P01/2023,2023-24,2023-04-01,10.70013951828365,-0.009891275106559405,-0.09244061808407157,P01/2023,2023-24,2023-04-01,10.70013951828365,-0.009891275106559405,-0.09244061808407157,True,
V643,10,P02/2020,2020-21,2020-04-29,11.5924868708134,P09/2021,2021-22,2021-11-11,11.5743280997151,11.5924868708134,-0.018158771098299553,-0.1566425849833671,P10/2020,2020-21,2020-12-09,9.70785372924309,1.8664743704720088,19.226436888409275,P02/2020,2020-21,2020-04-29,11.5924868708134,-0.018158771098299553,-0.1566425849833671,P02/2020,2020-21,2020-04-29,11.5924868708134,-0.018158771098299553,-0.1566425849833671,True,
N296,47,P01/2016,2016-17,2016-04-01,17.33331747996482,P13/2019,2019-20,2020-03-02,17.3056059126835,17.33331747996482,-0.02771156728131885,-0.1598745728470618,P13/2018,2018-19,2019-03-03,17.34205827319757,-0.03645236051406897,-0.2101962750892533,P01/2016,2016-17,2016-04-01,17.33331747996482,-0.02771156728131885,-0.1598745728470618,P01/2016,2016-17,2016-04-01,17.33331747996482,-0.02771156728131885,-0.1598745728470618,True,
N28,168,P01/2013,2013-14,2013-04-01,12.537245756486897,P13/2025,2025-26,2026-03-03,12.51542031103101,12.537245756486897,-0.02182544545588705,-0.1740848498929228,P13/2024,2024-25,2025-03-03,12.415142341809696,0.10027796922131316,0.8077069634845292,P13/2020,2020-21,2021-03-03,12.6032655973766,-0.08784528634559052,-0.6970041666334139,P13/2015,2015-16,2016-03-02,12.31413787279403,0.20128243823698,1.6345637860826534,True,
SL1,29,P06/2023,2023-24,2023-08-19,13.467464970424766,P13/2025,2025-26,2026-03-03,13.442605191720046,13.467464970424766,-0.02485977870471956,-0.18459137454088717,P13/2024,2024-25,2025-03-03,12.856897754010392,0.5857074377096545,4.555589139121508,P06/2023,2023-24,2023-08-19,13.467464970424766,-0.02485977870471956,-0.18459137454088717,P06/2023,2023-24,2023-08-19,13.467464970424766,-0.02485977870471956,-0.18459137454088717,True,
F279,16,P02/2016,2016-17,2016-04-29,12.237400231564294,P13/2017,2017-18,2018-03-03,12.210292829232284,12.237400231564294,-0.027107402332010366,-0.22151275449904326,P12/2016,2016-17,2017-02-03,11.748645759044653,0.46164707018763096,3.929364112729619,P02/2016,2016-17,2016-04-29,12.237400231564294,-0.027107402332010366,-0.22151275449904326,P02/2016,2016-17,2016-04-29,12.237400231564294,-0.027107402332010366,-0.22151275449904326,True,
N113,168,P01/2013,2013-14,2013-04-01,15.176558078096935,P13/2025,2025-26,2026-03-03,15.142868001145697,15.176558078096935,-0.03369007695123827,-0.22198759941399596,P13/2024,2024-25,2025-03-03,15.180003789594776,-0.0371357884490795,-0.24463622647139552,P13/2020,2020-21,2021-03-03,16.4382042302953,-1.295336229149605,-7.880034893120044,P13/2015,2015-16,2016-03-02,15.082905447383368,0.05996255376232895,0.39755307073632457,True,
493,168,P01/2013,2013-14,2013-04-01,10.387947153567202,P13/2025,2025-26,2026-03-03,10.362653039484597,10.387947153567202,-0.02529411408260529,-0.243494828272392,P13/2024,2024-25,2025-03-03,9.53097403998875,0.8316789994958462,8.726065101073635,P13/2020,2020-21,2021-03-03,10.6492919407725,-0.2866389012879029,-2.691624033617301,P13/2015,2015-16,2016-03-02,10.714615245647831,-0.35196220616323437,-3.2848795602455056,True,
46,168,P01/2013,2013-14,2013-04-01,7.541199040151102,P13/2025,2025-26,2026-03-03,7.520577079206713,7.541199040151102,-0.020621960944389173,-0.2734573220331813,P13/2024,2024-25,2025-03-03,7.255349041311368,0.2652280378953442,3.655620651538021,P13/2020,2020-21,2021-03-03,7.41102903649284,0.10954804271387264,1.4781758670009832,P13/2015,2015-16,2016-03-02,7.916369929086267,-0.39579284987955443,-4.999676031122994,True,
T31,34,P01/2013,2013-14,2013-04-01,14.205023401836534,P13/2015,2015-16,2016-03-02,14.165654474581842,14.205023401836534,-0.03936892725469221,-0.2771479225412771,P13/2014,2014-15,2015-03-03,13.971693112438109,0.1939613621437335,1.3882452225569002,P01/2013,2013-14,2013-04-01,14.205023401836534,-0.03936892725469221,-0.2771479225412771,P01/2013,2013-14,2013-04-01,14.205023401836534,-0.03936892725469221,-0.2771479225412771,True,
377,168,P01/2013,2013-14,2013-04-01,11.251010212984358,P13/2025,2025-26,2026-03-03,11.219805328927608,11.251010212984358,-0.03120488405675026,-0.2773518418882769,P13/2024,2024-25,2025-03-03,11.085642055964197,0.13416327296341102,1.2102435951486428,P13/2020,2020-21,2021-03-03,11.4439846338751,-0.2241793049474925,-1.9589270006873656,P13/2015,2015-16,2016-03-02,10.6433477076942,0.5764576212334074,5.416130686181374,True,
K4,168,P01/2013,2013-14,2013-04-01,9.783922823945687,P13/2025,2025-26,2026-03-03,9.75405532377193,9.783922823945687,-0.029867500173757833,-0.30527121596522144,P13/2024,2024-25,2025-03-03,9.786968198557055,-0.03291287478512572,-0.3362928551252291,P13/2020,2020-21,2021-03-03,10.900352071621,-1.146296747849071,-10.516144252197575,P13/2015,2015-16,2016-03-02,10.450980348668978,-0.6969250248970482,-6.668513399183721,True,
V223,10,P03/2020,2020-21,2020-05-27,8.65057487802989,P13/2021,2021-22,2022-03-03,8.62236441287367,8.65057487802989,-0.028210465156218945,-0.32611087186663007,P13/2020,2020-21,2021-03-03,8.39619781155448,0.22616660131919097,2.6936788102818445,P03/2020,2020-21,2020-05-27,8.65057487802989,-0.028210465156218945,-0.32611087186663007,P03/2020,2020-21,2020-05-27,8.65057487802989,-0.028210465156218945,-0.32611087186663007,True,
N73,168,P01/2013,2013-14,2013-04-01,11.374899015477384,P13/2025,2025-26,2026-03-03,11.335724380228603,11.374899015477384,-0.03917463524878073,-0.34439545525175497,P13/2024,2024-25,2025-03-03,11.078187952065637,0.2575364281629664,2.3247161835248176,P13/2020,2020-21,2021-03-03,11.8908702931786,-0.555145912949996,-4.668673522311188,P13/2015,2015-16,2016-03-02,11.187778917239262,0.14794546298934108,1.3223845777053365,True,
42,168,P01/2013,2013-14,2013-04-01,7.683215682136536,P13/2025,2025-26,2026-03-03,7.652927125521596,7.683215682136536,-0.030288556614940454,-0.39421718546000606,P13/2024,2024-25,2025-03-03,7.686410887564459,-0.03348376204286296,-0.43562284833139775,P13/2020,2020-21,2021-03-03,8.2573695412309,-0.6044424157093049,-7.320035910845315,P13/2015,2015-16,2016-03-02,6.665589392065253,0.9873377334563429,14.81245956481619,True,
V317,10,P01/2020,2020-21,2020-04-01,7.37107477825307,P12/2021,2021-22,2022-02-03,7.33814644598963,7.37107477825307,-0.03292833226343994,-0.4467236224571838,P12/2020,2020-21,2021-02-03,7.14831605006655,0.18983039592307982,2.6555960116132877,P01/2020,2020-21,2020-04-01,7.37107477825307,-0.03292833226343994,-0.4467236224571838,P01/2020,2020-21,2020-04-01,7.37107477825307,-0.03292833226343994,-0.4467236224571838,True,
35,168,P01/2013,2013-14,2013-04-01,6.8122281916570255,P13/2025,2025-26,2026-03-03,6.778735042594058,6.8122281916570255,-0.0334931490629673,-0.4916621716222975,P13/2024,2024-25,2025-03-03,6.7408597364010046,0.03787530619305368,0.5618764916368901,P13/2020,2020-21,2021-03-03,8.51625284067632,-1.7375177980822611,-20.40237450188569,P13/2015,2015-16,2016-03-02,6.736341710718946,0.04239333187511196,0.6293227644265016,True,
X68,132,P01/2013,2013-14,2013-04-01,9.53530743002756,P10/2023,2023-24,2023-12-09,9.480134987764185,9.53530743002756,-0.05517244226337503,-0.5786120968646689,P10/2022,2022-23,2022-12-09,8.750492653685153,0.7296423340790312,8.338300058703005,P10/2018,2018-19,2018-12-09,8.944098300519363,0.5360366872448221,5.993188684137066,P10/2013,2013-14,2013-12-09,10.697222987864958,-1.2170880001007731,-11.377607080654956,True,
234,168,P01/2013,2013-14,2013-04-01,11.261593262769612,P13/2025,2025-26,2026-03-03,11.193169448096416,11.261593262769612,-0.0684238146731957,-0.6075855616221033,P13/2024,2024-25,2025-03-03,11.137720712762876,0.05544873533354,0.49784634364193103,P13/2020,2020-21,2021-03-03,12.0588935675056,-0.8657241194091831,-7.179133927692999,P13/2015,2015-16,2016-03-02,11.059728627371843,0.13344082072457297,1.206546970730537,True,
N25,168,P01/2013,2013-14,2013-04-01,10.764813347891636,P13/2025,2025-26,2026-03-03,10.695172754790008,10.764813347891636,-0.06964059310162796,-0.6469280130645977,P13/2024,2024-25,2025-03-03,11.023352551068674,-0.32817979627866656,-2.9771323629384483,P13/2020,2020-21,2021-03-03,13.1249755264732,-2.4298027716831925,-18.512817542267086,P13/2015,2015-16,2016-03-02,10.937912065318011,-0.24273931052800357,-2.2192472299871806,True,
W9,167,P01/2013,2013-14,2013-04-01,12.4835719874473,P13/2025,2025-26,2026-03-03,12.39519759699948,12.4835719874473,-0.0883743904478198,-0.7079255083135145,P13/2024,2024-25,2025-03-03,12.695228423163387,-0.30003082616390664,-2.3633353899838316,P13/2020,2020-21,2021-03-03,13.2475922813147,-0.8523946843152199,-6.434336641817509,P13/2015,2015-16,2016-03-02,12.309295110050432,0.085902486949049,0.6978668248753771,True,
V234,10,P03/2020,2020-21,2020-05-27,8.94590083784278,P11/2021,2021-22,2022-01-06,8.87993039995007,8.94590083784278,-0.06597043789271062,-0.7374376162727372,P10/2020,2020-21,2020-12-09,8.74166548247301,0.13826491747705916,1.581677058614054,P03/2020,2020-21,2020-05-27,8.94590083784278,-0.06597043789271062,-0.7374376162727372,P03/2020,2020-21,2020-05-27,8.94590083784278,-0.06597043789271062,-0.7374376162727372,True,
245,168,P01/2013,2013-14,2013-04-01,9.84947151034855,P13/2025,2025-26,2026-03-03,9.776304078908332,9.84947151034855,-0.07316743144021842,-0.7428564198936314,P13/2024,2024-25,2025-03-03,8.507726378513864,1.2685777003944683,14.910889748384978,P13/2020,2020-21,2021-03-03,10.4275044450862,-0.6512003661778678,-6.245026023314101,P13/2015,2015-16,2016-03-02,9.61195414827915,0.16434993062918224,1.7098492990481668,True,
VE11,9,P01/2020,2020-21,2020-04-01,8.26803980258124,P13/2021,2021-22,2022-03-03,8.20507759962506,8.26803980258124,-0.06296220295618049,-0.7615130606473859,P13/2020,2020-21,2021-03-03,9.03733365915616,-0.8322560595310993,-9.209088553324579,P01/2020,2020-21,2020-04-01,8.26803980258124,-0.06296220295618049,-0.7615130606473859,P01/2020,2020-21,2020-04-01,8.26803980258124,-0.06296220295618049,-0.7615130606473859,True,
404,168,P01/2013,2013-14,2013-04-01,13.20899491969558,P13/2025,2025-26,2026-03-03,13.099681120169985,13.20899491969558,-0.10931379952559617,-0.82757091050585,P13/2024,2024-25,2025-03-03,13.453233432554896,-0.35355231238491136,-2.6280099439095843,P13/2020,2020-21,2021-03-03,13.5896871919051,-0.4900060717351149,-3.6057200200089548,P13/2015,2015-16,2016-03-02,13.412831204376548,-0.31315008420656376,-2.334705323842324,True,
S1,168,P01/2013,2013-14,2013-04-01,11.44503949692852,P13/2025,2025-26,2026-03-03,11.347511751228971,11.44503949692852,-0.09752774569954781,-0.8521398788158059,P13/2024,2024-25,2025-03-03,10.928413728922742,0.4190980223062297,3.834939202540074,P13/2020,2020-21,2021-03-03,11.3645291479091,-0.017017396680127916,-0.1497413263554246,P13/2015,2015-16,2016-03-02,11.262679822587076,0.08483192864189526,0.7532126454644174,True,
310,20,P02/2024,2024-25,2024-04-29,8.650103714030028,P13/2025,2025-26,2026-03-03,8.571896628836402,8.650103714030028,-0.0782070851936254,-0.9041173121054895,P12/2024,2024-25,2025-02-03,8.793200071806035,-0.22130344296963322,-2.5167565978534556,P02/2024,2024-25,2024-04-29,8.650103714030028,-0.0782070851936254,-0.9041173121054895,P02/2024,2024-25,2024-04-29,8.650103714030028,-0.0782070851936254,-0.9041173121054895,True,
N139,168,P01/2013,2013-14,2013-04-01,11.40205611869815,P13/2025,2025-26,2026-03-03,11.297753081394536,11.40205611869815,-0.10430303730361423,-0.9147739339097658,P13/2024,2024-25,2025-03-03,10.867988918787727,0.4297641626068085,3.9544037615263474,P13/2020,2020-21,2021-03-03,11.9372870634487,-0.6395339820541643,-5.357448293359564,P13/2015,2015-16,2016-03-02,11.222738858295903,0.07501422309863237,0.6684128005275779,True,
N23,168,P01/2013,2013-14,2013-04-01,10.428233513609024,P13/2025,2025-26,2026-03-03,10.332193764004336,10.428233513609024,-0.09603974960468875,-0.9209589474512172,P13/2024,2024-25,2025-03-03,10.493399319468905,-0.16120555546456927,-1.5362567510937748,P13/2020,2020-21,2021-03-03,13.173553691716,-2.8413599277116646,-21.56866699908327,P13/2015,2015-16,2016-03-02,10.361076434391515,-0.028882670387179843,-0.27876129058665766,True,
387,51,P01/2013,2013-14,2013-04-01,10.094823572443548,P13/2016,2016-17,2017-03-03,10.000805578487196,10.094823572443548,-0.0940179939563528,-0.9313485598004844,P13/2015,2015-16,2016-03-02,9.5567576768242,0.4440479016629961,4.646428387944199,P01/2013,2013-14,2013-04-01,10.094823572443548,-0.0940179939563528,-0.9313485598004844,P01/2013,2013-14,2013-04-01,10.094823572443548,-0.0940179939563528,-0.9313485598004844,True,
VP12,10,P01/2020,2020-21,2020-04-01,8.42768573556377,P09/2021,2021-22,2021-11-11,8.3461534562903,8.42768573556377,-0.0815322792734694,-0.9674337870646205,P09/2020,2020-21,2020-11-11,7.86054507368954,0.4856083826007609,6.17779528071364,P01/2020,2020-21,2020-04-01,8.42768573556377,-0.0815322792734694,-0.9674337870646205,P01/2020,2020-21,2020-04-01,8.42768573556377,-0.0815322792734694,-0.9674337870646205,True,
76,168,P01/2013,2013-14,2013-04-01,7.841146946095546,P13/2025,2025-26,2026-03-03,7.764520825961616,7.841146946095546,-0.07662612013393044,-0.9772310181240255,P13/2024,2024-25,2025-03-03,7.596287275081958,0.1682335508796573,2.2146812618779244,P13/2020,2020-21,2021-03-03,8.71489858420304,-0.9503777582414239,-10.905207318925262,P13/2015,2015-16,2016-03-02,7.461777166279093,0.30274365968252237,4.057259456241431,True,
V383,10,P01/2020,2020-21,2020-04-01,9.82527970969169,P12/2021,2021-22,2022-02-03,9.7290521335272,9.82527970969169,-0.09622757616449107,-0.979387651117676,P12/2020,2020-21,2021-02-03,10.3471767766716,-0.6181246431443999,-5.973848292009499,P01/2020,2020-21,2020-04-01,9.82527970969169,-0.09622757616449107,-0.979387651117676,P01/2020,2020-21,2020-04-01,9.82527970969169,-0.09622757616449107,-0.979387651117676,True,
V313,10,P02/2020,2020-21,2020-04-29,11.402604017796,P12/2021,2021-22,2022-02-03,11.2878115653129,11.402604017796,-0.11479245248309944,-1.006721379642258,P12/2020,2020-21,2021-02-03,11.0426000170315,0.24521154828140013,2.220596126846932,P02/2020,2020-21,2020-04-29,11.402604017796,-0.11479245248309944,-1.006721379642258,P02/2020,2020-21,2020-04-29,11.402604017796,-0.11479245248309944,-1.006721379642258,True,
V117,10,P01/2020,2020-21,2020-04-01,8.26359224996887,P12/2021,2021-22,2022-02-03,8.17886403301787,8.26359224996887,-0.08472821695099952,-1.0253194299527388,P11/2020,2020-21,2021-01-06,8.1677396690692,0.01112436394867089,0.13619880651679278,P01/2020,2020-21,2020-04-01,8.26359224996887,-0.08472821695099952,-1.0253194299527388,P01/2020,2020-21,2020-04-01,8.26359224996887,-0.08472821695099952,-1.0253194299527388,True,
357,168,P01/2013,2013-14,2013-04-01,8.585619257459589,P13/2025,2025-26,2026-03-03,8.494033316643636,8.585619257459589,-0.09158594081595339,-1.0667365750744098,P13/2024,2024-25,2025-03-03,8.70456855514372,-0.21053523850008382,-2.4186751723113713,P13/2020,2020-21,2021-03-03,8.88773203585016,-0.3936987192065242,-4.429687096983508,P13/2015,2015-16,2016-03-02,8.736653386125658,-0.24262006948202242,-2.7770366839471734,True,
V455,10,P01/2020,2020-21,2020-04-01,8.81965842821275,P12/2021,2021-22,2022-02-03,8.72535225902656,8.81965842821275,-0.09430616918618995,-1.069272352821724,P11/2020,2020-21,2021-01-06,9.23967329553884,-0.5143210365122801,-5.566441800064598,P01/2020,2020-21,2020-04-01,8.81965842821275,-0.09430616918618995,-1.069272352821724,P01/2020,2020-21,2020-04-01,8.81965842821275,-0.09430616918618995,-1.069272352821724,True,
318,168,P01/2013,2013-14,2013-04-01,9.41473996142523,P13/2025,2025-26,2026-03-03,9.313975153156644,9.41473996142523,-0.10076480826858614,-1.0702877475261896,P13/2024,2024-25,2025-03-03,9.52538408400506,-0.21140893084841572,-2.2194268386868696,P13/2020,2020-21,2021-03-03,9.78814531341933,-0.47417016026268577,-4.844331025742017,P13/2015,2015-16,2016-03-02,9.126914342173604,0.18706081098303962,2.049551512921184,True,
58,168,P01/2013,2013-14,2013-04-01,8.090342100041372,P13/2025,2025-26,2026-03-03,8.002390293624497,8.090342100041372,-0.08795180641687494,-1.0871209811563491,P13/2024,2024-25,2025-03-03,6.711875959143078,1.2905143344814194,19.227326940144803,P13/2020,2020-21,2021-03-03,8.41263379062727,-0.41024349700277263,-4.876516762917166,P13/2015,2015-16,2016-03-02,7.736717306398848,0.26567298722564914,3.433923933163715,True,
221,168,P01/2013,2013-14,2013-04-01,10.26472774905263,P13/2025,2025-26,2026-03-03,10.149508698095971,10.26472774905263,-0.11521905095665907,-1.1224754691354875,P13/2024,2024-25,2025-03-03,10.209585732464996,-0.06007703436902467,-0.5884375325630349,P13/2020,2020-21,2021-03-03,10.8154444823099,-0.6659357842139286,-6.15726690940123,P13/2015,2015-16,2016-03-02,9.895499548251042,0.2540091498449293,2.566915885412006,True,
W10,104,P01/2013,2013-14,2013-04-01,14.495690652665711,P13/2020,2020-21,2021-03-03,14.3305773999306,14.495690652665711,-0.1651132527351109,-1.1390506095323378,P13/2019,2019-20,2020-03-02,13.541687647365723,0.7888897525648773,5.8256383776385565,P13/2015,2015-16,2016-03-02,13.205041375658888,1.125536024271712,8.523532734599641,P01/2013,2013-14,2013-04-01,14.495690652665711,-0.1651132527351109,-1.1390506095323378,True,
N183,46,P01/2016,2016-17,2016-04-01,17.472496956774787,P13/2019,2019-20,2020-03-02,17.269832088854656,17.472496956774787,-0.20266486792013083,-1.1599078736227768,P13/2018,2018-19,2019-03-03,17.458749024823707,-0.18891693596905057,-1.0820760164456182,P01/2016,2016-17,2016-04-01,17.472496956774787,-0.20266486792013083,-1.1599078736227768,P01/2016,2016-17,2016-04-01,17.472496956774787,-0.20266486792013083,-1.1599078736227768,True,
83,168,P01/2013,2013-14,2013-04-01,8.774591193382602,P13/2025,2025-26,2026-03-03,8.668834090805062,8.774591193382602,-0.1057571025775399,-1.2052652966590296,P13/2024,2024-25,2025-03-03,8.711946949028462,-0.04311285822340061,-0.49487053210543785,P13/2020,2020-21,2021-03-03,8.90319498894933,-0.23436089814426886,-2.632323547166587,P13/2015,2015-16,2016-03-02,8.557036001644889,0.11179808916017286,1.3065048357711984,True,
456,65,P04/2020,2020-21,2020-06-24,11.3399533972795,P13/2025,2025-26,2026-03-03,11.202541022504802,11.3399533972795,-0.1374123747746978,-1.2117543164477518,P13/2024,2024-25,2025-03-03,10.918628307576586,0.28391271492821524,2.6002599129709756,P01/2021,2021-22,2021-04-01,11.2873792174426,-0.08483819493779876,-0.7516199580385914,P04/2020,2020-21,2020-06-24,11.3399533972795,-0.1374123747746978,-1.2117543164477518,True,
N3,168,P01/2013,2013-14,2013-04-01,14.163741852893464,P12/2025,2025-26,2026-02-03,13.98549975927724,14.163741852893464,-0.178242093616225,-1.258439298509331,P12/2024,2024-25,2025-02-03,13.69202149452044,0.29347826475679994,2.143425387363365,P12/2020,2020-21,2021-02-03,13.5020780996356,0.48342165964163897,3.580350047410004,P12/2015,2015-16,2016-02-03,13.702148408706716,0.2833513505705234,2.0679337438096517,True,
N266,168,P01/2013,2013-14,2013-04-01,13.24343437102947,P13/2025,2025-26,2026-03-03,13.07625848884082,13.24343437102947,-0.16717588218865131,-1.2623302800847118,P13/2024,2024-25,2025-03-03,13.099743902985704,-0.023485414144884587,-0.1792814754151932,P13/2020,2020-21,2021-03-03,14.09804025235,-1.0217817635091802,-7.247686523939804,P13/2015,2015-16,2016-03-02,13.473274976739916,-0.39701648789909605,-2.9466962456010144,True,
